latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
19.29701,98.19802,1068.0,25200,Asia/Bangkok,GMT+7

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),relative_humidity_2m_max (%),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),visibility_mean (undefined),visibility_min (undefined),visibility_max (undefined),winddirection_10m_dominant (°),wind_speed_10m_mean (km/h),wind_speed_10m_min (km/h),vapour_pressure_deficit_max (kPa)
2019-01-01,55,16.6,21.2,14.2,4.80,9.3,129,57,100,4,89,65,100,900.6,903.0,899.4,NaN,NaN,NaN,129,6.1,1.1,0.89
2019-01-02,51,16.2,19.8,13.3,0.10,9.5,124,66,100,3,84,63,98,900.4,902.8,898.6,NaN,NaN,NaN,124,7.6,5.0,0.85
2019-01-03,3,16.3,21.0,12.8,0.00,9.1,131,64,100,4,80,56,96,900.6,903.5,898.7,NaN,NaN,NaN,131,5.3,0.0,1.10
2019-01-04,3,16.2,22.6,10.0,0.00,8.3,119,54,100,0,79,57,96,899.8,902.8,897.2,NaN,NaN,NaN,119,5.4,3.1,1.12
2019-01-05,51,18.3,23.7,14.4,0.10,10.0,122,76,98,19,82,61,98,899.5,902.7,897.5,NaN,NaN,NaN,122,7.2,4.0,1.13
2019-01-06,55,19.0,23.2,15.6,3.90,9.4,125,42,77,2,85,66,96,899.5,901.9,897.8,NaN,NaN,NaN,125,6.4,3.7,0.98
2019-01-07,63,18.2,21.7,15.6,14.00,6.1,127,76,100,21,94,81,99,898.2,901.1,896.7,NaN,NaN,NaN,127,3.6,1.0,0.50
2019-01-08,65,16.5,17.4,15.3,78.20,7.9,153,100,100,97,100,96,100,896.5,898.2,895.3,NaN,NaN,NaN,153,4.0,0.8,0.08
2019-01-09,65,17.1,20.3,14.6,45.90,9.1,184,71,100,14,96,88,100,896.9,899.3,895.5,NaN,NaN,NaN,184,4.8,1.9,0.29
2019-01-10,53,18.0,22.2,15.3,2.20,11.0,223,38,100,9,89,68,99,897.4,899.8,896.0,NaN,NaN,NaN,223,4.5,0.4,0.85
2019-01-11,3,18.8,22.6,15.0,0.00,6.9,240,46,100,4,81,60,97,898.4,901.1,896.6,NaN,NaN,NaN,240,4.2,1.1,1.08
2019-01-12,3,19.4,23.9,14.8,0.00,7.7,232,82,100,32,71,57,86,898.5,901.4,897.1,NaN,NaN,NaN,232,3.5,0.4,1.28
2019-01-13,3,19.1,24.0,13.6,0.00,8.0,258,57,100,4,67,48,85,898.2,901.5,896.7,NaN,NaN,NaN,258,4.4,1.1,1.54
2019-01-14,2,19.0,23.9,14.6,0.00,9.3,250,15,52,0,62,39,82,896.6,899.7,894.4,NaN,NaN,NaN,250,4.7,0.7,1.81
2019-01-15,3,18.2,23.2,13.5,0.00,10.6,245,22,82,0,65,47,84,895.8,899.3,893.3,NaN,NaN,NaN,245,5.3,1.8,1.51
2019-01-16,2,17.4,22.4,12.9,0.00,6.9,360,16,59,0,63,42,84,896.6,899.4,894.7,NaN,NaN,NaN,360,3.7,0.8,1.55
2019-01-17,51,16.4,21.0,11.5,0.60,7.9,125,33,91,0,84,69,97,897.1,900.3,894.4,NaN,NaN,NaN,125,5.8,3.9,0.78
2019-01-18,53,17.3,21.7,13.7,1.70,8.4,132,32,99,6,88,72,99,897.5,900.6,895.7,NaN,NaN,NaN,132,5.0,0.0,0.74
2019-01-19,51,17.7,23.1,12.8,1.40,10.4,214,16,50,1,78,45,99,897.2,900.2,895.6,NaN,NaN,NaN,214,4.5,1.5,1.54
2019-01-20,3,18.2,23.2,13.2,0.00,9.3,223,15,85,0,67,43,82,897.2,900.3,895.5,NaN,NaN,NaN,223,4.5,1.3,1.61
2019-01-21,0,18.1,23.6,11.8,0.00,9.7,205,0,2,0,63,39,85,897.8,901.2,895.1,NaN,NaN,NaN,205,4.6,0.7,1.76
2019-01-22,2,17.3,24.0,10.6,0.00,8.5,172,7,62,0,66,41,87,897.8,901.6,895.2,NaN,NaN,NaN,172,5.3,3.3,1.73
2019-01-23,1,17.3,23.4,10.5,0.00,9.5,211,5,28,0,64,40,92,897.8,901.3,895.6,NaN,NaN,NaN,211,4.6,0.0,1.72
2019-01-24,0,18.5,23.7,12.3,0.00,7.6,242,0,3,0,54,38,74,898.2,901.2,895.7,NaN,NaN,NaN,242,3.4,0.8,1.80
2019-01-25,1,18.4,24.2,11.7,0.00,8.9,130,2,23,0,56,37,75,898.8,902.2,896.7,NaN,NaN,NaN,130,4.1,0.5,1.88
2019-01-26,3,17.4,23.1,10.8,0.00,11.7,126,45,100,0,66,48,87,899.3,902.6,896.6,NaN,NaN,NaN,126,6.9,4.1,1.46
2019-01-27,3,17.4,22.8,12.6,0.00,7.9,122,32,100,5,73,52,93,899.3,902.8,897.2,NaN,NaN,NaN,122,5.5,2.5,1.34
2019-01-28,3,17.9,23.6,12.6,0.00,6.3,138,33,100,1,71,46,88,898.4,902.2,896.4,NaN,NaN,NaN,138,3.2,0.8,1.57
2019-01-29,51,17.8,22.8,12.7,0.60,7.0,164,34,96,1,73,54,90,897.5,900.5,895.6,NaN,NaN,NaN,164,4.3,1.0,1.28
2019-01-30,1,19.1,24.2,14.2,0.00,10.9,248,6,23,0,67,43,85,898.2,901.5,895.4,NaN,NaN,NaN,248,5.0,0.7,1.73
2019-01-31,0,19.3,25.1,14.9,0.00,6.8,229,1,11,0,60,38,80,898.9,902.3,896.7,NaN,NaN,NaN,229,3.8,1.1,1.98
2019-02-01,2,19.1,25.8,12.1,0.00,6.6,144,8,68,0,64,38,86,898.5,902.3,896.0,NaN,NaN,NaN,144,4.0,1.3,2.04
2019-02-02,0,21.3,25.6,17.3,0.00,10.8,250,1,6,0,49,30,72,898.1,900.5,896.0,NaN,NaN,NaN,250,5.4,1.5,2.30
2019-02-03,0,20.5,26.3,15.7,0.00,8.4,271,0,0,0,55,27,76,898.5,901.8,896.1,NaN,NaN,NaN,271,5.4,1.8,2.50
2019-02-04,0,21.3,26.9,16.6,0.00,10.0,264,0,0,0,51,29,73,899.2,902.4,897.4,NaN,NaN,NaN,264,5.2,0.7,2.51
2019-02-05,2,20.6,27.0,16.6,0.00,9.8,286,6,57,0,47,20,70,898.2,902.0,895.9,NaN,NaN,NaN,286,6.2,3.4,2.88
