latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
19.648504,97.970146,1259.0,25200,Asia/Bangkok,GMT+7

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),relative_humidity_2m_max (%),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),visibility_mean (undefined),visibility_min (undefined),visibility_max (undefined),winddirection_10m_dominant (°),wind_speed_10m_mean (km/h),wind_speed_10m_min (km/h),vapour_pressure_deficit_max (kPa)
2019-01-01,53,15.6,18.9,13.2,2.40,8.4,156,47,100,3,86,68,98,880.6,883.0,879.3,NaN,NaN,NaN,156,5.1,1.8,0.70
2019-01-02,3,16.4,19.4,14.0,0.00,9.2,138,43,98,3,76,58,92,880.8,883.0,879.6,NaN,NaN,NaN,138,4.4,1.5,0.92
2019-01-03,51,16.1,18.9,13.2,0.30,7.1,148,47,100,0,72,59,89,881.0,883.5,879.4,NaN,NaN,NaN,148,3.4,1.8,0.84
2019-01-04,3,16.8,21.6,13.4,0.00,8.4,20,58,100,0,66,45,84,880.5,883.2,878.8,NaN,NaN,NaN,20,4.0,1.3,1.42
2019-01-05,51,18.6,23.2,13.5,0.20,9.1,72,72,98,33,75,60,89,880.2,883.1,877.5,NaN,NaN,NaN,72,5.0,0.8,1.12
2019-01-06,61,19.1,22.8,17.0,7.60,7.6,152,31,52,1,80,62,99,880.3,882.6,879.0,NaN,NaN,NaN,152,4.0,0.0,1.06
2019-01-07,63,18.0,20.9,15.9,20.10,4.3,189,76,100,25,88,74,98,878.8,881.5,877.2,NaN,NaN,NaN,189,2.5,0.0,0.62
2019-01-08,63,15.5,17.4,13.2,41.40,7.6,185,98,100,70,99,96,100,876.7,878.4,875.4,NaN,NaN,NaN,185,4.7,0.7,0.08
2019-01-09,61,15.8,18.5,13.8,18.10,7.6,206,88,100,24,97,86,100,877.1,879.0,875.6,NaN,NaN,NaN,206,4.9,0.8,0.29
2019-01-10,53,17.3,20.8,15.6,1.90,8.7,199,53,100,4,90,71,100,877.8,879.9,876.7,NaN,NaN,NaN,199,5.3,2.4,0.71
2019-01-11,3,17.5,21.9,13.6,0.00,8.3,219,41,90,7,82,60,98,878.6,881.4,876.4,NaN,NaN,NaN,219,3.9,1.3,1.04
2019-01-12,3,17.7,22.7,13.6,0.00,5.8,245,89,100,39,75,57,87,878.6,881.9,876.2,NaN,NaN,NaN,245,3.3,1.5,1.18
2019-01-13,3,18.0,22.9,14.1,0.00,6.1,258,70,100,1,67,43,81,878.5,881.9,876.6,NaN,NaN,NaN,258,3.5,0.8,1.57
2019-01-14,3,17.0,22.5,12.5,0.00,6.5,242,35,81,0,66,39,88,876.6,880.0,874.2,NaN,NaN,NaN,242,4.2,0.7,1.64
2019-01-15,2,16.4,22.0,11.6,0.00,6.2,244,22,77,0,62,36,82,875.9,879.5,873.4,NaN,NaN,NaN,244,4.1,2.1,1.68
2019-01-16,1,15.5,21.2,11.0,0.00,7.4,306,10,47,0,57,35,77,876.5,879.8,874.3,NaN,NaN,NaN,306,4.7,1.8,1.63
2019-01-17,2,18.2,21.7,15.0,0.00,10.9,149,15,75,0,62,33,86,878.2,880.8,876.6,NaN,NaN,NaN,149,5.1,1.5,1.40
2019-01-18,51,17.5,21.2,14.7,0.10,8.5,198,16,45,1,76,58,91,878.0,880.8,875.9,NaN,NaN,NaN,198,4.2,0.7,1.06
2019-01-19,51,16.7,21.2,13.1,0.50,7.2,245,22,38,3,74,51,87,877.5,880.4,875.4,NaN,NaN,NaN,245,3.9,1.5,1.23
2019-01-20,3,16.8,21.4,12.8,0.00,8.6,214,23,95,0,69,53,81,877.4,880.7,875.4,NaN,NaN,NaN,214,4.8,2.8,1.18
2019-01-21,0,16.9,21.7,12.7,0.00,10.1,207,1,5,0,58,31,74,878.1,881.5,875.5,NaN,NaN,NaN,207,5.2,1.1,1.79
2019-01-22,2,16.9,22.4,12.9,0.00,10.8,207,16,79,0,54,32,72,878.4,882.0,875.9,NaN,NaN,NaN,207,5.9,3.3,1.85
2019-01-23,0,16.5,22.2,11.8,0.00,7.7,237,0,0,0,54,39,78,878.1,881.7,875.8,NaN,NaN,NaN,237,4.3,1.1,1.62
2019-01-24,1,16.9,22.6,11.8,0.00,4.4,257,2,20,0,55,40,75,878.2,881.7,875.1,NaN,NaN,NaN,257,3.7,1.8,1.62
2019-01-25,3,18.0,23.3,12.5,0.00,6.8,344,21,90,0,52,35,67,879.3,882.7,876.1,NaN,NaN,NaN,344,4.2,1.8,1.85
2019-01-26,3,19.3,22.8,16.5,0.00,9.8,151,45,100,6,54,41,85,880.5,883.0,878.0,NaN,NaN,NaN,151,4.3,1.6,1.63
2019-01-27,51,17.7,20.6,14.0,0.70,5.6,160,36,99,7,67,59,83,880.0,883.0,877.5,NaN,NaN,NaN,160,2.9,0.5,0.96
2019-01-28,51,17.6,21.1,13.8,0.20,8.5,206,44,100,3,69,57,89,879.1,882.4,876.8,NaN,NaN,NaN,206,4.3,1.5,1.08
2019-01-29,51,17.3,21.3,14.1,0.10,9.7,207,22,58,2,72,52,86,878.0,880.6,876.3,NaN,NaN,NaN,207,5.4,1.5,1.21
2019-01-30,51,17.7,22.5,13.5,0.20,7.1,240,22,73,0,67,47,86,878.4,881.8,876.1,NaN,NaN,NaN,240,4.7,1.8,1.44
2019-01-31,0,17.7,24.0,12.7,0.00,8.5,281,0,3,0,58,37,74,879.1,882.7,876.5,NaN,NaN,NaN,281,4.5,2.9,1.86
2019-02-01,3,18.9,24.8,14.2,0.00,7.7,260,9,83,0,59,40,79,879.2,882.9,876.6,NaN,NaN,NaN,260,5.2,2.9,1.88
2019-02-02,0,19.0,24.7,13.1,0.00,8.8,256,1,8,0,54,27,74,878.0,881.0,876.0,NaN,NaN,NaN,256,5.1,1.8,2.25
2019-02-03,0,18.5,25.1,12.4,0.00,7.2,271,0,0,0,52,30,70,878.5,882.4,875.4,NaN,NaN,NaN,271,4.7,0.7,2.23
2019-02-04,0,19.1,25.9,12.6,0.00,8.4,273,0,0,0,52,28,71,879.2,883.1,876.4,NaN,NaN,NaN,273,4.6,0.7,2.41
2019-02-05,2,18.9,25.7,12.9,0.00,10.0,294,6,63,0,44,21,61,878.4,882.5,875.6,NaN,NaN,NaN,294,6.0,1.3,2.61
2019-02-06,1,18.9,25.8,11.9,0.00,9.9,254,2,23,0,46,24,68,876.4,880.2,873.4,NaN,NaN,NaN,254,6.2,1.6,2.52
2019-02-07,0,19.3,26.0,12.5,0.00,7.9,250,0,0,0,49,26,74,877.9,881.4,874.7,NaN,NaN,NaN,250,4.9,1.5,2.49
2019-02-08,0,19.3,26.4,13.1,0.00,8.8,273,0,0,0,43,21,66,878.1,882.1,875.8,NaN,NaN,NaN,273,5.8,0.0,2.70
2019-02-09,0,19.6,26.2,12.9,0.00,9.1,260,0,0,0,48,25,69,878.0,881.8,874.8,NaN,NaN,NaN,260,5.0,1.0,2.55
2019-02-10,3,19.9,26.4,13.4,0.00,8.0,247,14,86,0,50,28,70,879.0,882.4,876.1,NaN,NaN,NaN,247,5.3,1.1,2.45
2019-02-11,1,20.0,26.8,15.0,0.00,8.8,237,5,32,0,46,27,66,879.9,883.7,877.4,NaN,NaN,NaN,237,5.7,0.8,2.58
2019-02-12,2,20.5,26.8,14.7,0.00,8.4,238,24,77,0,51,28,68,881.3,885.1,878.7,NaN,NaN,NaN,238,5.0,0.7,2.54
2019-02-13,2,20.7,27.1,14.7,0.00,7.8,270,13,78,0,51,25,75,881.2,885.2,878.7,NaN,NaN,NaN,270,4.4,0.7,2.67
2019-02-14,0,20.6,27.0,13.7,0.00,7.3,256,0,0,0,45,22,66,879.1,883.0,876.4,NaN,NaN,NaN,256,4.3,0.4,2.69
2019-02-15,3,20.5,26.7,13.6,0.00,8.4,244,25,80,0,47,30,65,878.8,882.6,875.6,NaN,NaN,NaN,244,4.9,1.1,2.40
2019-02-16,51,20.1,25.3,14.3,0.40,9.6,218,15,38,0,57,43,80,878.4,881.9,875.0,NaN,NaN,NaN,218,5.7,3.3,1.83
2019-02-17,53,18.2,23.7,13.9,0.80,15.5,243,14,47,0,64,33,95,875.7,879.2,873.2,NaN,NaN,NaN,243,7.9,2.9,1.95
2019-02-18,2,17.4,22.9,11.7,0.00,13.3,245,17,57,0,58,35,85,875.1,878.4,873.0,NaN,NaN,NaN,245,7.6,4.5,1.83
2019-02-19,0,17.8,24.2,12.1,0.00,9.8,235,1,11,0,59,37,82,877.1,880.7,873.8,NaN,NaN,NaN,235,6.6,3.4,1.92
2019-02-20,0,18.5,25.2,11.8,0.00,7.7,253,2,14,0,57,30,83,879.2,883.3,875.8,NaN,NaN,NaN,253,5.0,0.7,2.19
2019-02-21,0,19.4,26.2,13.1,0.00,8.3,251,0,0,0,46,24,68,879.3,883.4,876.6,NaN,NaN,NaN,251,5.9,2.3,2.59
2019-02-22,0,19.6,26.8,14.1,0.00,8.7,253,0,0,0,45,26,62,876.8,880.8,874.4,NaN,NaN,NaN,253,6.5,2.6,2.62
2019-02-23,0,20.0,27.3,13.2,0.00,7.6,244,0,2,0,49,26,71,876.0,879.5,873.6,NaN,NaN,NaN,244,4.9,0.5,2.70
2019-02-24,0,20.8,27.5,13.5,0.00,8.3,237,0,1,0,52,24,80,876.3,879.7,874.3,NaN,NaN,NaN,237,4.8,2.7,2.76
2019-02-25,1,21.0,27.3,14.3,0.00,11.6,225,3,22,0,52,30,79,876.4,879.8,874.3,NaN,NaN,NaN,225,5.8,1.1,2.53
2019-02-26,1,20.3,26.8,14.8,0.00,9.8,243,8,46,0,52,28,77,876.4,880.3,874.0,NaN,NaN,NaN,243,5.4,0.8,2.54
2019-02-27,1,20.4,26.3,14.7,0.00,9.8,266,5,47,0,48,26,72,876.2,880.0,874.0,NaN,NaN,NaN,266,4.9,1.1,2.53
2019-02-28,0,19.8,26.5,14.0,0.00,9.6,247,0,3,0,45,25,73,875.6,879.3,873.1,NaN,NaN,NaN,247,6.4,1.3,2.59
2019-03-01,2,20.1,26.6,14.8,0.00,9.9,254,10,74,0,45,26,62,876.2,879.8,874.0,NaN,NaN,NaN,254,6.4,1.9,2.54
2019-03-02,2,20.5,26.8,15.5,0.00,10.2,263,6,69,0,47,29,60,875.1,878.9,872.9,NaN,NaN,NaN,263,6.7,2.1,2.49
2019-03-03,2,20.3,26.6,15.0,0.00,12.0,252,8,66,0,45,25,60,874.2,877.7,872.4,NaN,NaN,NaN,252,6.6,2.3,2.62
2019-03-04,1,20.1,26.4,13.9,0.00,10.7,236,5,33,0,51,32,77,873.6,877.3,871.1,NaN,NaN,NaN,236,6.7,4.0,2.33
2019-03-05,0,20.1,26.4,13.5,0.00,12.4,219,2,12,0,56,32,86,874.6,877.8,872.0,NaN,NaN,NaN,219,7.1,4.2,2.32
2019-03-06,51,19.3,25.8,14.1,0.10,12.5,231,8,39,0,64,37,97,875.4,878.5,873.2,NaN,NaN,NaN,231,7.3,4.2,2.09
2019-03-07,51,19.9,25.7,14.5,0.50,11.8,248,27,66,3,64,39,84,876.0,878.9,874.1,NaN,NaN,NaN,248,5.7,1.5,2.01
2019-03-08,51,19.9,25.4,15.4,0.50,16.1,237,17,57,0,68,43,92,876.0,878.9,874.2,NaN,NaN,NaN,237,8.8,5.2,1.83
2019-03-09,3,19.2,25.8,13.3,0.00,12.8,258,22,92,0,56,25,92,875.2,878.4,872.7,NaN,NaN,NaN,258,8.7,5.8,2.41
2019-03-10,3,19.8,26.4,13.9,0.00,10.5,267,20,94,0,46,22,71,876.4,879.8,873.8,NaN,NaN,NaN,267,6.0,1.3,2.65
2019-03-11,0,20.1,27.5,13.5,0.00,10.7,319,0,0,0,36,20,62,877.1,881.2,874.5,NaN,NaN,NaN,319,6.0,1.9,2.96
2019-03-12,0,21.3,28.1,14.7,0.00,12.0,264,0,0,0,40,20,65,877.0,880.4,874.8,NaN,NaN,NaN,264,5.8,1.1,3.05
2019-03-13,0,21.8,28.7,15.6,0.00,10.4,276,0,0,0,39,22,62,877.8,881.6,874.6,NaN,NaN,NaN,276,5.3,1.1,3.07
2019-03-14,0,22.1,28.7,16.6,0.00,10.5,272,0,2,0,35,23,52,878.5,882.3,875.9,NaN,NaN,NaN,272,6.3,1.6,3.00
2019-03-15,3,22.4,29.3,16.4,0.00,7.6,246,12,80,0,44,27,61,879.2,883.5,876.6,NaN,NaN,NaN,246,5.1,1.4,2.94
2019-03-16,3,22.5,28.6,16.8,0.00,7.4,246,10,91,0,48,27,73,879.2,882.9,877.3,NaN,NaN,NaN,246,5.1,3.1,2.86
2019-03-17,1,22.2,29.1,16.9,0.00,8.1,247,7,29,0,45,23,65,878.7,883.0,876.2,NaN,NaN,NaN,247,5.6,2.2,3.09
