latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
19.015816,97.89941,508.0,25200,Asia/Bangkok,GMT+7

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),relative_humidity_2m_max (%),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),visibility_mean (undefined),visibility_min (undefined),visibility_max (undefined),winddirection_10m_dominant (°),wind_speed_10m_mean (km/h),wind_speed_10m_min (km/h),vapour_pressure_deficit_max (kPa)
2019-01-01,53,19.5,24.3,16.9,2.10,5.4,329,57,100,5,88,64,100,960.0,962.8,958.2,NaN,NaN,NaN,329,3.7,1.0,1.07
2019-01-02,3,19.3,24.5,14.3,0.00,7.0,342,67,100,8,80,53,99,959.8,962.5,958.0,NaN,NaN,NaN,342,4.2,1.1,1.45
2019-01-03,3,18.9,25.7,14.2,0.00,8.3,120,55,98,7,74,39,90,960.0,963.2,958.5,NaN,NaN,NaN,120,3.9,1.1,2.01
2019-01-04,3,18.5,26.1,11.5,0.00,6.6,305,63,100,0,79,50,100,959.3,962.6,957.7,NaN,NaN,NaN,305,3.3,0.4,1.70
2019-01-05,3,21.1,28.0,15.9,0.00,7.4,294,78,98,3,79,54,96,958.1,961.5,956.1,NaN,NaN,NaN,294,4.1,1.4,1.74
2019-01-06,3,22.0,27.5,17.3,0.00,7.4,245,37,100,1,82,59,100,958.0,960.4,956.4,NaN,NaN,NaN,245,4.0,0.5,1.50
2019-01-07,53,21.8,26.0,18.5,1.40,5.2,224,90,100,40,87,61,100,957.1,959.9,955.0,NaN,NaN,NaN,224,3.1,0.5,1.29
2019-01-08,65,19.2,20.1,18.2,85.40,7.1,25,98,100,78,100,96,100,956.0,957.5,954.5,NaN,NaN,NaN,25,3.8,1.4,0.09
2019-01-09,65,20.2,23.4,17.8,34.30,10.4,170,67,100,5,95,84,100,956.3,958.5,954.9,NaN,NaN,NaN,170,5.9,1.9,0.44
2019-01-10,53,21.0,25.3,17.5,3.90,8.0,158,52,100,6,90,72,100,956.5,958.9,954.9,NaN,NaN,NaN,158,5.4,2.6,0.89
2019-01-11,51,20.7,26.3,17.0,0.50,7.1,130,50,100,1,86,64,100,957.1,960.1,955.6,NaN,NaN,NaN,130,3.8,1.3,1.23
2019-01-12,3,20.3,27.2,16.0,0.00,6.6,137,92,100,21,87,60,100,957.1,960.2,955.7,NaN,NaN,NaN,137,3.7,0.4,1.44
2019-01-13,3,20.3,27.1,15.6,0.00,6.4,118,48,100,0,83,56,99,956.9,960.2,955.1,NaN,NaN,NaN,118,4.0,1.8,1.57
2019-01-14,3,19.6,27.3,14.9,0.00,5.8,113,23,100,0,82,52,100,955.2,958.5,953.7,NaN,NaN,NaN,113,4.1,1.6,1.75
2019-01-15,3,20.1,27.4,14.5,0.00,6.2,90,40,100,0,81,48,100,954.9,958.3,953.6,NaN,NaN,NaN,90,3.6,0.4,1.91
2019-01-16,3,17.9,25.6,11.5,0.00,6.7,332,40,100,0,77,33,99,955.8,958.9,954.2,NaN,NaN,NaN,332,3.7,0.7,2.19
2019-01-17,3,18.2,25.5,12.3,0.00,7.1,286,26,83,0,81,57,93,956.2,959.4,954.3,NaN,NaN,NaN,286,4.4,1.3,1.39
2019-01-18,3,19.9,26.1,14.9,0.00,7.3,203,33,100,1,84,55,100,956.4,959.5,954.5,NaN,NaN,NaN,203,3.9,0.8,1.51
2019-01-19,1,20.0,26.7,14.9,0.00,10.1,135,14,45,0,77,50,99,956.3,959.2,954.3,NaN,NaN,NaN,135,4.0,1.6,1.74
2019-01-20,2,20.8,27.9,15.2,0.00,6.9,144,12,74,0,71,40,97,956.2,959.4,954.1,NaN,NaN,NaN,144,4.4,1.6,2.23
2019-01-21,0,19.9,28.2,15.0,0.00,6.4,149,0,3,0,75,37,96,956.8,960.2,954.8,NaN,NaN,NaN,149,4.0,1.4,2.41
2019-01-22,0,19.5,29.0,12.7,0.00,7.4,213,1,8,0,74,32,97,957.1,960.3,955.4,NaN,NaN,NaN,213,4.0,0.8,2.73
2019-01-23,1,19.1,27.9,12.5,0.00,6.9,166,1,20,0,75,40,100,957.1,960.6,955.2,NaN,NaN,NaN,166,3.8,0.8,2.24
2019-01-24,3,18.8,28.2,12.0,0.00,6.2,230,17,96,0,75,36,100,957.0,960.3,955.4,NaN,NaN,NaN,230,3.7,0.7,2.45
2019-01-25,1,19.3,28.1,12.6,0.00,5.8,270,5,27,0,73,36,97,957.7,961.4,955.9,NaN,NaN,NaN,270,3.8,1.1,2.41
2019-01-26,3,20.1,28.6,12.3,0.00,7.1,223,44,100,0,68,35,97,958.3,961.6,956.6,NaN,NaN,NaN,223,5.0,1.1,2.53
2019-01-27,3,20.5,27.1,15.0,0.00,5.9,169,40,100,11,70,37,95,958.5,961.8,955.6,NaN,NaN,NaN,169,3.3,0.8,2.24
