latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
18.375,99.75,371.0,25200,Asia/Bangkok,GMT+7

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),temperature_2m_mean (°C),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),visibility_mean (m),visibility_min (m),visibility_max (m),winddirection_10m_dominant (°),wind_speed_10m_mean (km/h),wind_speed_10m_min (km/h),vapour_pressure_deficit_max (kPa)
2024-12-22,2,25.6,15.3,0.00,10.3,74,20.2,34,83,0,76,95,52,971.9,974.5,970.1,24140.00,24140.00,24140.00,74,6.1,3.6,1.57
2024-12-23,2,26.4,14.6,0.00,9.4,53,20.0,35,77,0,77,95,51,971.8,974.4,969.9,24140.00,24140.00,24140.00,53,5.9,3.7,1.69
2024-12-24,45,27.3,15.0,0.00,9.4,56,20.3,21,51,0,77,97,45,972.5,975.6,970.9,24140.00,24140.00,24140.00,56,6.3,4.3,2.00
2024-12-25,45,27.2,14.8,0.00,7.1,51,20.5,25,54,0,77,96,50,973.6,976.6,971.5,24140.00,24140.00,24140.00,51,5.7,3.1,1.81
2024-12-26,1,28.8,14.9,0.00,8.1,37,21.2,10,34,0,73,94,40,974.5,977.5,972.7,24140.00,24140.00,24140.00,37,5.9,4.0,2.34
2024-12-27,2,29.5,16.7,0.00,10.5,41,22.6,15,37,0,74,93,49,974.5,977.6,973.0,24140.00,24140.00,24140.00,41,6.8,4.8,2.11
2024-12-28,3,29.2,19.1,0.00,14.2,51,23.4,37,72,5,72,90,49,974.8,978.0,972.6,24140.00,24140.00,24140.00,51,7.4,4.4,2.06
2024-12-29,2,28.5,18.2,0.00,6.9,70,23.0,34,71,0,72,93,45,973.7,976.8,971.2,24140.00,24140.00,24140.00,70,4.1,1.4,2.14
2024-12-30,2,28.5,16.9,0.00,5.4,94,22.4,17,69,0,73,93,49,972.7,975.4,971.2,24140.00,24140.00,24140.00,94,4.4,2.7,1.99
2024-12-31,2,28.0,17.0,0.00,11.0,83,22.1,26,66,0,74,96,49,972.5,975.8,970.2,24140.00,24140.00,24140.00,83,6.3,4.3,1.93
