latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
19.226713,101.03858,1059.0,25200,Asia/Bangkok,GMT+7

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),relative_humidity_2m_max (%),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),visibility_mean (undefined),visibility_min (undefined),visibility_max (undefined),winddirection_10m_dominant (°),wind_speed_10m_mean (km/h),wind_speed_10m_min (km/h),vapour_pressure_deficit_max (kPa)
2019-01-01,53,15.5,19.7,11.4,1.10,10.1,95,41,100,8,86,64,98,901.7,904.6,900.2,NaN,NaN,NaN,95,6.2,1.9,0.83
2019-01-02,51,15.6,20.4,11.6,1.10,9.4,91,68,100,6,84,62,98,901.2,904.3,899.4,NaN,NaN,NaN,91,5.2,0.8,0.87
2019-01-03,3,15.5,21.3,11.3,0.00,7.6,45,77,98,16,79,57,96,901.2,904.6,899.0,NaN,NaN,NaN,45,4.8,1.4,1.09
2019-01-04,3,16.6,22.8,12.0,0.00,8.1,99,82,100,30,83,61,96,900.7,904.1,898.0,NaN,NaN,NaN,99,4.9,1.0,1.07
2019-01-05,53,17.9,23.2,13.5,1.40,6.6,92,95,100,87,87,68,97,900.4,903.8,898.2,NaN,NaN,NaN,92,4.0,0.8,0.88
2019-01-06,53,18.1,22.4,15.3,2.00,6.9,99,69,98,6,91,73,99,900.3,902.9,898.4,NaN,NaN,NaN,99,4.4,1.5,0.73
2019-01-07,61,18.4,22.8,15.5,4.70,7.3,106,67,100,15,91,73,100,899.2,902.2,897.9,NaN,NaN,NaN,106,5.4,3.0,0.76
2019-01-08,63,17.4,20.3,16.2,14.90,12.4,125,96,100,73,95,73,100,898.0,899.7,896.3,NaN,NaN,NaN,125,6.8,1.5,0.63
2019-01-09,63,17.3,20.5,15.6,22.30,8.7,147,74,100,22,98,91,100,898.7,900.8,897.5,NaN,NaN,NaN,147,5.6,2.5,0.22
2019-01-10,53,17.7,21.2,15.3,4.40,8.0,130,58,100,7,97,89,100,898.5,901.0,897.0,NaN,NaN,NaN,130,5.3,3.2,0.28
2019-01-11,53,18.7,21.9,15.5,4.00,6.7,122,60,97,4,88,80,98,899.2,901.9,897.8,NaN,NaN,NaN,122,4.1,1.0,0.53
2019-01-12,51,19.0,22.9,15.8,0.80,5.2,119,82,100,13,86,75,100,899.1,902.0,897.3,NaN,NaN,NaN,119,3.7,1.5,0.70
2019-01-13,51,18.9,23.0,15.4,0.60,5.8,107,26,74,4,85,69,97,898.8,902.0,897.0,NaN,NaN,NaN,107,3.7,0.7,0.85
2019-01-14,51,18.6,22.7,15.2,1.30,7.6,115,19,46,0,83,66,94,897.1,900.4,895.1,NaN,NaN,NaN,115,4.3,0.4,0.93
2019-01-15,51,18.0,21.5,15.3,1.20,10.6,118,49,94,10,85,68,95,896.9,900.3,894.7,NaN,NaN,NaN,118,7.3,2.9,0.81
2019-01-16,55,17.0,19.6,14.0,5.40,10.2,116,53,100,5,92,84,100,897.8,900.4,895.9,NaN,NaN,NaN,116,5.3,1.9,0.37
2019-01-17,51,17.5,21.7,14.4,0.30,9.8,109,40,100,3,83,60,96,898.5,901.7,896.3,NaN,NaN,NaN,109,7.1,2.8,1.03
2019-01-18,51,16.8,21.7,12.3,0.50,10.1,112,12,58,0,81,58,98,898.6,902.1,897.2,NaN,NaN,NaN,112,7.2,0.8,1.10
2019-01-19,51,16.8,21.2,12.0,0.90,9.4,101,12,52,1,81,63,96,898.0,901.3,895.9,NaN,NaN,NaN,101,6.1,1.8,0.94
2019-01-20,51,17.3,22.8,12.7,0.20,6.5,90,11,27,1,76,54,91,897.7,901.7,895.7,NaN,NaN,NaN,90,4.5,1.1,1.28
2019-01-21,53,17.7,21.3,14.1,1.50,13.1,108,29,61,9,75,61,91,898.9,902.3,896.6,NaN,NaN,NaN,108,6.7,2.3,0.98
2019-01-22,51,17.9,22.7,14.7,0.10,10.9,108,30,55,2,75,51,91,899.7,902.9,898.0,NaN,NaN,NaN,108,7.8,1.8,1.36
2019-01-23,51,16.5,21.2,12.9,0.40,8.3,107,18,69,0,80,63,96,898.9,902.3,897.1,NaN,NaN,NaN,107,5.4,1.6,0.92
2019-01-24,2,17.0,22.3,13.0,0.00,9.0,75,9,51,0,76,52,92,898.7,902.0,896.3,NaN,NaN,NaN,75,5.3,1.5,1.27
2019-01-25,0,17.6,23.4,12.9,0.00,9.5,39,1,7,0,69,47,86,899.3,903.2,896.8,NaN,NaN,NaN,39,4.7,0.5,1.53
2019-01-26,3,16.7,21.9,12.1,0.00,10.5,101,44,100,0,70,51,86,900.5,904.0,897.6,NaN,NaN,NaN,101,6.5,1.8,1.30
2019-01-27,51,16.5,21.0,11.3,0.20,8.3,90,55,100,0,77,58,97,900.4,903.9,898.7,NaN,NaN,NaN,90,4.9,0.8,1.05
2019-01-28,3,17.1,21.9,13.3,0.00,9.4,99,31,100,0,69,52,86,899.4,903.4,897.7,NaN,NaN,NaN,99,5.6,1.1,1.23
2019-01-29,3,17.1,22.8,12.0,0.00,9.8,101,29,100,0,72,51,87,898.4,901.6,896.2,NaN,NaN,NaN,101,5.8,3.7,1.37
2019-01-30,2,18.4,23.5,15.0,0.00,10.0,132,8,57,0,69,49,83,898.8,902.6,896.5,NaN,NaN,NaN,132,6.7,1.8,1.48
2019-01-31,3,18.9,23.9,14.3,0.00,7.9,62,19,91,0,67,53,87,899.5,903.0,896.8,NaN,NaN,NaN,62,5.2,0.4,1.37
2019-02-01,51,18.2,23.1,14.3,0.70,10.4,99,37,89,5,75,58,97,899.4,903.3,897.2,NaN,NaN,NaN,99,5.7,0.8,1.19
2019-02-02,1,19.8,23.5,16.2,0.00,10.4,146,7,41,0,68,56,84,898.4,901.4,896.8,NaN,NaN,NaN,146,6.0,1.1,1.28
2019-02-03,0,20.5,25.3,15.6,0.00,8.3,199,1,6,0,63,39,85,899.2,902.3,896.9,NaN,NaN,NaN,199,4.6,0.7,1.96
2019-02-04,2,20.9,26.4,15.0,0.00,9.7,280,14,65,0,54,27,76,899.4,903.1,896.8,NaN,NaN,NaN,280,4.4,0.4,2.36
2019-02-05,0,22.2,26.6,16.8,0.00,9.4,273,0,0,0,45,30,67,899.1,902.3,896.8,NaN,NaN,NaN,273,4.9,1.1,2.41
2019-02-06,0,20.9,25.7,15.4,0.00,11.9,180,0,0,0,47,27,65,896.9,900.2,893.7,NaN,NaN,NaN,180,5.5,1.9,2.19
2019-02-07,0,21.8,25.9,17.4,0.00,10.9,230,0,0,0,52,29,74,898.4,901.6,895.5,NaN,NaN,NaN,230,6.1,3.1,2.25
2019-02-08,0,23.2,26.6,18.2,0.00,10.5,295,0,0,0,39,23,66,898.9,901.7,896.3,NaN,NaN,NaN,295,4.9,1.5,2.58
2019-02-09,0,22.9,27.1,17.8,0.00,8.7,262,0,0,0,35,22,64,898.6,901.5,896.4,NaN,NaN,NaN,262,3.8,0.4,2.78
2019-02-10,0,22.0,27.8,15.5,0.00,7.8,144,0,1,0,45,22,64,899.3,902.8,895.8,NaN,NaN,NaN,144,4.7,0.7,2.61
2019-02-11,51,21.4,26.4,16.1,0.20,13.3,108,39,76,0,63,46,90,900.7,904.0,898.0,NaN,NaN,NaN,108,8.0,4.0,1.87
2019-02-12,63,20.2,24.3,17.8,7.90,11.9,103,51,86,4,88,67,98,902.4,905.5,900.4,NaN,NaN,NaN,103,7.3,0.4,1.00
2019-02-13,51,21.0,25.9,17.1,0.70,7.7,211,18,48,0,74,51,98,901.6,904.8,899.3,NaN,NaN,NaN,211,4.8,1.4,1.63
2019-02-14,51,21.6,26.6,17.0,0.30,9.1,146,7,35,0,61,43,77,899.4,902.7,897.1,NaN,NaN,NaN,146,5.4,0.4,1.96
2019-02-15,51,22.0,25.2,19.2,1.00,8.4,158,42,96,0,73,57,89,899.8,902.6,897.9,NaN,NaN,NaN,158,5.7,1.8,1.35
