latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
19.859402,101.137726,432.0,25200,Asia/Bangkok,GMT+7

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),relative_humidity_2m_max (%),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),visibility_mean (undefined),visibility_min (undefined),visibility_max (undefined),winddirection_10m_dominant (°),wind_speed_10m_mean (km/h),wind_speed_10m_min (km/h),vapour_pressure_deficit_max (kPa)
2019-01-01,51,18.4,23.0,14.5,0.10,7.2,89,49,100,8,82,62,95,970.7,973.4,968.6,NaN,NaN,NaN,89,3.8,2.3,1.06
2019-01-02,3,18.4,25.1,13.4,0.00,6.9,41,82,100,19,82,48,100,970.2,972.9,967.6,NaN,NaN,NaN,41,3.9,2.5,1.65
2019-01-03,3,18.3,24.9,12.1,0.00,4.7,351,82,100,19,82,51,100,970.1,973.2,967.9,NaN,NaN,NaN,351,2.7,0.0,1.54
2019-01-04,3,19.3,26.5,13.6,0.00,5.4,345,74,100,7,83,55,97,969.0,972.4,967.5,NaN,NaN,NaN,345,3.0,1.5,1.56
2019-01-05,3,21.4,28.1,15.5,0.00,4.6,24,94,99,78,82,54,98,968.2,971.1,966.3,NaN,NaN,NaN,24,2.8,1.3,1.74
2019-01-06,61,21.8,27.2,18.1,3.80,5.0,50,71,100,9,90,64,100,967.9,970.2,966.3,NaN,NaN,NaN,50,2.1,0.4,1.28
2019-01-07,51,22.0,26.0,19.2,1.00,5.4,31,78,100,41,92,71,100,966.7,969.1,964.8,NaN,NaN,NaN,31,1.8,0.0,0.97
2019-01-08,63,20.7,22.8,19.4,18.90,4.7,61,91,100,28,98,91,100,965.4,967.1,963.1,NaN,NaN,NaN,61,2.4,1.0,0.24
2019-01-09,63,20.7,25.0,17.8,17.10,5.2,150,67,100,20,94,77,100,966.2,968.5,964.0,NaN,NaN,NaN,150,2.7,0.0,0.72
2019-01-10,53,20.6,25.0,18.0,4.70,4.6,296,66,100,4,94,75,100,965.9,968.4,963.9,NaN,NaN,NaN,296,2.2,0.4,0.79
2019-01-11,53,21.1,26.4,17.9,2.00,8.0,296,87,100,9,93,73,100,966.4,968.9,964.7,NaN,NaN,NaN,296,2.5,0.4,0.94
2019-01-12,51,21.5,26.4,17.5,1.40,4.5,317,99,100,89,92,69,100,966.4,969.2,964.7,NaN,NaN,NaN,317,2.2,1.0,1.05
2019-01-13,51,21.6,27.4,17.9,0.20,5.1,306,52,100,0,89,62,100,966.0,969.1,964.1,NaN,NaN,NaN,306,2.1,0.4,1.40
2019-01-14,3,21.4,27.2,16.1,0.00,5.3,267,58,100,0,86,61,100,964.3,967.2,962.7,NaN,NaN,NaN,267,1.9,0.4,1.43
2019-01-15,53,20.8,26.1,17.3,2.50,6.2,233,48,92,6,88,67,98,964.2,967.2,962.4,NaN,NaN,NaN,233,2.5,0.4,1.12
2019-01-16,61,20.0,24.3,16.5,11.10,5.4,35,75,100,5,95,77,100,965.5,968.0,963.8,NaN,NaN,NaN,35,2.5,0.4,0.70
2019-01-17,51,19.8,24.3,16.3,0.90,7.5,54,65,100,11,88,66,100,966.7,969.4,965.2,NaN,NaN,NaN,54,4.2,2.2,1.03
2019-01-18,3,19.8,25.7,14.5,0.00,7.2,91,46,100,5,83,53,100,966.6,969.8,964.4,NaN,NaN,NaN,91,3.4,2.0,1.55
2019-01-19,3,19.8,25.5,14.7,0.00,5.5,306,33,100,4,84,59,100,965.8,968.8,963.9,NaN,NaN,NaN,306,2.4,0.5,1.33
2019-01-20,3,20.5,27.1,14.7,0.00,4.3,332,26,100,0,81,49,100,965.5,968.8,963.2,NaN,NaN,NaN,332,2.1,0.0,1.84
2019-01-21,51,20.4,25.6,15.4,0.50,5.2,58,20,79,0,82,61,94,966.4,969.7,964.9,NaN,NaN,NaN,58,3.2,1.4,1.28
2019-01-22,51,20.6,25.8,16.4,0.50,7.6,73,29,52,7,82,56,95,967.3,970.5,965.7,NaN,NaN,NaN,73,3.3,0.7,1.44
2019-01-23,3,20.3,26.4,15.0,0.00,4.7,298,33,100,0,84,54,100,966.8,969.9,964.9,NaN,NaN,NaN,298,2.2,0.4,1.59
2019-01-24,3,19.7,26.9,14.8,0.00,5.5,293,35,100,0,84,51,100,966.4,969.3,965.0,NaN,NaN,NaN,293,2.5,0.0,1.70
2019-01-25,3,19.1,27.6,12.4,0.00,5.7,303,4,100,0,79,44,100,967.0,970.3,965.2,NaN,NaN,NaN,303,2.3,1.1,2.06
2019-01-26,2,19.1,26.3,11.5,0.00,6.5,56,16,52,0,78,48,100,968.7,971.9,967.2,NaN,NaN,NaN,56,3.1,1.3,1.77
2019-01-27,3,19.8,25.0,14.6,0.00,5.4,337,42,100,3,80,53,98,968.4,971.9,965.9,NaN,NaN,NaN,337,2.3,0.0,1.48
2019-01-28,3,19.4,25.6,13.5,0.00,5.2,352,36,100,0,82,50,100,967.1,971.1,965.1,NaN,NaN,NaN,352,2.7,0.0,1.64
2019-01-29,3,20.2,27.0,13.3,0.00,5.6,339,33,100,0,78,44,100,966.0,969.0,964.4,NaN,NaN,NaN,339,2.3,0.5,2.00
2019-01-30,3,20.7,27.7,13.9,0.00,8.7,275,15,81,0,77,47,100,966.1,969.6,964.5,NaN,NaN,NaN,275,3.2,0.0,1.97
2019-01-31,3,21.0,27.7,14.4,0.00,5.1,358,13,82,0,76,43,100,966.9,970.0,965.2,NaN,NaN,NaN,358,2.1,0.0,2.12
2019-02-01,3,20.9,28.3,14.4,0.00,4.9,8,19,90,0,76,45,96,966.9,970.6,964.6,NaN,NaN,NaN,8,3.0,1.4,2.11
2019-02-02,3,21.5,28.8,15.2,0.00,6.6,298,14,88,0,76,48,98,965.0,968.1,962.9,NaN,NaN,NaN,298,3.3,0.7,2.07
2019-02-03,3,21.2,29.5,15.0,0.00,6.1,331,5,99,0,76,40,99,965.6,968.8,963.8,NaN,NaN,NaN,331,3.2,1.0,2.50
2019-02-04,1,21.1,30.2,14.1,0.00,6.2,311,9,41,0,71,39,95,965.9,969.5,963.9,NaN,NaN,NaN,311,2.7,0.4,2.62
2019-02-05,0,21.2,30.0,14.6,0.00,5.8,306,0,0,0,70,32,98,965.2,968.9,962.7,NaN,NaN,NaN,306,2.2,0.4,2.89
2019-02-06,0,20.3,29.9,12.8,0.00,6.8,320,0,1,0,66,31,86,963.1,966.3,961.2,NaN,NaN,NaN,320,3.0,0.4,2.91
2019-02-07,0,21.0,30.8,13.2,0.00,8.4,339,0,0,0,67,31,88,964.2,967.5,961.8,NaN,NaN,NaN,339,3.5,0.8,3.05
2019-02-08,0,21.1,31.0,13.8,0.00,8.3,315,0,0,0,69,30,94,964.3,967.8,962.2,NaN,NaN,NaN,315,3.3,0.7,3.15
2019-02-09,0,20.9,31.1,13.6,0.00,7.5,321,0,1,0,67,33,89,964.2,967.6,962.3,NaN,NaN,NaN,321,3.2,0.7,3.04
