latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
20.421791,99.95976,412.0,25200,Asia/Bangkok,GMT+7

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),relative_humidity_2m_max (%),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),visibility_mean (undefined),visibility_min (undefined),visibility_max (undefined),winddirection_10m_dominant (°),wind_speed_10m_mean (km/h),wind_speed_10m_min (km/h),vapour_pressure_deficit_max (kPa)
2019-01-01,51,18.8,21.5,16.4,2.10,7.5,342,76,100,11,87,70,97,972.5,975.1,970.7,NaN,NaN,NaN,342,4.2,1.9,0.76
2019-01-02,3,18.3,22.9,14.8,0.00,9.7,339,60,100,23,84,61,97,972.2,974.9,970.2,NaN,NaN,NaN,339,5.6,1.3,1.08
2019-01-03,3,18.1,23.1,13.7,0.00,8.6,339,66,95,14,83,64,95,972.1,975.4,970.1,NaN,NaN,NaN,339,5.2,0.4,1.01
2019-01-04,3,18.1,24.2,12.5,0.00,9.9,331,77,100,33,84,64,96,971.1,974.6,969.6,NaN,NaN,NaN,331,6.2,1.1,1.10
2019-01-05,3,20.4,25.5,16.0,0.00,11.3,329,86,100,38,81,66,94,970.1,973.3,968.3,NaN,NaN,NaN,329,7.2,3.1,1.11
2019-01-06,3,21.9,26.2,17.8,0.00,8.7,341,48,91,4,83,68,94,969.5,972.0,967.8,NaN,NaN,NaN,341,5.6,1.8,1.08
2019-01-07,61,21.2,23.9,18.8,10.90,9.1,336,73,100,24,92,81,99,968.4,971.3,966.6,NaN,NaN,NaN,336,5.3,2.9,0.56
2019-01-08,65,20.0,21.0,19.2,85.90,9.3,167,99,100,92,98,95,99,967.0,968.5,965.2,NaN,NaN,NaN,167,4.4,1.6,0.11
2019-01-09,61,19.9,23.1,17.8,8.30,6.6,341,77,100,26,92,77,100,967.7,970.1,965.4,NaN,NaN,NaN,341,3.6,1.0,0.65
2019-01-10,53,21.1,24.9,18.6,2.30,6.8,45,63,100,6,88,70,98,967.4,970.0,965.5,NaN,NaN,NaN,45,4.1,1.6,0.96
2019-01-11,3,20.6,25.4,16.3,0.00,6.6,300,35,100,3,88,70,98,967.8,970.8,966.1,NaN,NaN,NaN,300,4.0,0.5,0.96
2019-01-12,3,20.6,26.2,15.6,0.00,7.6,308,86,99,39,86,71,97,967.9,971.0,966.3,NaN,NaN,NaN,308,4.3,1.0,1.00
2019-01-13,3,20.7,26.2,15.5,0.00,6.9,309,76,100,19,86,63,99,967.6,971.0,965.8,NaN,NaN,NaN,309,4.2,1.3,1.25
2019-01-14,3,20.2,26.3,14.5,0.00,7.4,320,33,85,0,85,66,98,965.8,969.1,964.0,NaN,NaN,NaN,320,4.7,1.1,1.15
2019-01-15,61,20.4,25.5,15.8,2.40,8.0,257,46,91,0,86,72,97,965.3,968.6,963.8,NaN,NaN,NaN,257,5.5,0.8,0.91
2019-01-16,53,20.1,24.9,16.5,2.70,6.6,316,54,100,0,88,62,100,966.9,969.8,965.3,NaN,NaN,NaN,316,3.5,1.0,1.20
2019-01-17,55,18.9,23.4,15.0,2.20,9.5,342,41,100,0,85,74,95,968.2,971.3,966.4,NaN,NaN,NaN,342,6.2,1.0,0.76
2019-01-18,51,20.4,24.5,15.9,0.80,8.8,290,28,74,7,82,66,97,968.1,971.4,965.8,NaN,NaN,NaN,290,5.2,1.6,1.05
2019-01-19,51,20.1,24.9,15.0,0.20,7.1,318,20,55,3,86,66,99,967.3,970.3,965.4,NaN,NaN,NaN,318,4.3,0.8,1.07
2019-01-20,2,20.3,25.4,15.3,0.00,7.6,295,18,55,1,83,62,98,967.2,970.5,964.8,NaN,NaN,NaN,295,5.3,0.0,1.22
2019-01-21,1,20.9,25.9,14.7,0.00,7.9,316,6,24,0,76,57,94,967.9,971.3,966.1,NaN,NaN,NaN,316,4.7,1.3,1.43
2019-01-22,51,20.2,24.9,15.5,0.30,9.0,258,16,66,0,81,67,93,968.6,971.8,966.7,NaN,NaN,NaN,258,5.4,1.4,1.04
2019-01-23,51,19.8,25.4,14.5,0.50,9.4,291,16,67,0,85,65,98,968.2,971.5,966.4,NaN,NaN,NaN,291,4.5,0.5,1.13
2019-01-24,2,19.4,26.1,13.5,0.00,9.6,322,9,55,0,77,51,99,968.0,971.3,966.5,NaN,NaN,NaN,322,4.9,0.8,1.63
2019-01-25,1,18.9,26.8,11.8,0.00,6.6,315,1,27,0,71,42,92,968.8,972.4,966.9,NaN,NaN,NaN,315,4.8,1.5,2.01
2019-01-26,2,19.2,25.3,12.9,0.00,9.2,320,7,55,0,71,54,86,970.2,973.6,968.5,NaN,NaN,NaN,320,6.1,1.3,1.50
