latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
20.140596,99.91984,474.0,25200,Asia/Bangkok,GMT+7

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),relative_humidity_2m_max (%),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),visibility_mean (undefined),visibility_min (undefined),visibility_max (undefined),winddirection_10m_dominant (°),wind_speed_10m_mean (km/h),wind_speed_10m_min (km/h),vapour_pressure_deficit_max (kPa)
2019-01-01,51,18.4,21.8,16.2,1.30,7.9,34,73,100,7,85,67,94,965.4,967.9,963.6,NaN,NaN,NaN,34,5.1,1.9,0.87
2019-01-02,3,18.3,22.6,15.0,0.00,8.3,15,65,100,23,80,60,97,965.1,967.8,963.2,NaN,NaN,NaN,15,5.0,0.7,1.11
2019-01-03,3,17.8,23.0,13.4,0.00,6.4,7,68,96,17,81,58,97,964.9,968.3,963.2,NaN,NaN,NaN,7,4.2,1.1,1.18
2019-01-04,3,17.7,24.0,11.9,0.00,7.2,345,79,100,33,81,58,100,964.0,967.4,962.4,NaN,NaN,NaN,345,4.0,2.1,1.24
2019-01-05,3,20.2,25.7,15.3,0.00,8.9,352,89,100,31,82,61,97,963.0,966.2,961.3,NaN,NaN,NaN,352,4.1,0.4,1.30
2019-01-06,53,21.7,27.1,17.3,1.00,7.6,76,57,100,10,82,59,96,962.5,965.1,960.7,NaN,NaN,NaN,76,4.0,0.5,1.46
2019-01-07,61,21.4,24.3,18.8,5.90,7.4,358,71,100,22,90,82,97,961.3,964.2,959.5,NaN,NaN,NaN,358,4.3,1.3,0.55
2019-01-08,65,19.7,20.9,18.7,75.90,10.5,198,98,100,69,96,92,99,960.0,961.5,958.2,NaN,NaN,NaN,198,4.7,1.5,0.19
2019-01-09,63,19.8,23.8,17.2,10.80,6.1,124,77,100,23,90,74,99,960.6,963.1,958.4,NaN,NaN,NaN,124,3.5,0.8,0.76
2019-01-10,51,20.8,25.1,18.3,1.50,6.9,298,61,100,9,89,69,99,960.3,962.9,958.6,NaN,NaN,NaN,298,4.1,0.8,0.98
2019-01-11,3,20.9,25.6,17.3,0.00,6.0,352,48,100,5,86,64,99,960.9,963.8,959.3,NaN,NaN,NaN,352,3.0,0.7,1.17
2019-01-12,3,20.6,26.3,16.2,0.00,4.9,296,90,100,31,86,63,99,960.9,964.0,959.4,NaN,NaN,NaN,296,2.8,0.8,1.28
2019-01-13,3,20.7,26.7,16.4,0.00,6.5,338,83,100,8,86,59,100,960.6,963.9,958.9,NaN,NaN,NaN,338,3.0,0.8,1.44
2019-01-14,3,20.4,26.7,15.6,0.00,6.0,210,48,100,0,86,61,100,958.8,962.1,957.3,NaN,NaN,NaN,210,2.9,0.4,1.36
2019-01-15,51,20.6,25.8,16.4,0.60,10.2,178,40,91,0,85,67,96,958.4,961.7,956.9,NaN,NaN,NaN,178,4.3,0.5,1.08
2019-01-16,53,20.3,25.5,16.6,1.70,5.4,291,45,100,0,83,54,100,959.9,962.6,958.1,NaN,NaN,NaN,291,2.7,0.5,1.51
2019-01-17,55,18.9,23.1,14.8,1.90,7.6,10,41,100,0,83,73,93,961.1,964.1,959.1,NaN,NaN,NaN,10,4.8,3.1,0.77
2019-01-18,51,20.3,24.5,16.1,1.10,8.4,265,27,83,7,82,61,96,961.1,964.5,958.9,NaN,NaN,NaN,265,4.8,1.5,1.18
2019-01-19,51,19.8,25.3,15.3,0.30,6.9,263,27,87,1,86,62,99,960.2,963.3,958.3,NaN,NaN,NaN,263,3.2,0.7,1.22
2019-01-20,3,20.1,25.6,15.5,0.00,5.4,265,33,100,0,83,57,99,960.1,963.5,957.9,NaN,NaN,NaN,265,2.9,0.8,1.42
2019-01-21,3,19.8,26.4,13.7,0.00,7.9,224,10,100,0,81,51,99,960.8,964.2,958.7,NaN,NaN,NaN,224,3.3,0.5,1.68
2019-01-22,51,19.7,25.3,15.3,0.20,6.6,215,17,55,0,82,58,95,961.5,964.8,959.8,NaN,NaN,NaN,215,3.9,1.1,1.34
2019-01-23,51,19.7,25.8,14.8,0.30,6.7,214,18,84,0,83,58,97,961.2,964.5,959.4,NaN,NaN,NaN,214,3.3,0.4,1.38
2019-01-24,3,19.2,26.6,13.9,0.00,8.0,204,15,100,0,81,47,100,961.0,964.2,959.4,NaN,NaN,NaN,204,3.2,0.0,1.82
2019-01-25,0,18.9,27.0,11.9,0.00,4.8,332,0,0,0,74,40,98,961.8,965.3,959.7,NaN,NaN,NaN,332,2.8,1.1,2.14
2019-01-26,1,18.6,25.4,13.0,0.00,5.9,342,5,36,0,75,53,91,963.1,966.5,961.2,NaN,NaN,NaN,342,3.7,1.4,1.51
2019-01-27,1,19.2,25.6,14.4,0.00,7.2,211,8,28,0,77,49,97,962.9,966.4,960.2,NaN,NaN,NaN,211,3.9,1.0,1.67
