latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
20.421791,100.14085,373.0,25200,Asia/Bangkok,GMT+7

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),relative_humidity_2m_max (%),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),visibility_mean (undefined),visibility_min (undefined),visibility_max (undefined),winddirection_10m_dominant (°),wind_speed_10m_mean (km/h),wind_speed_10m_min (km/h),vapour_pressure_deficit_max (kPa)
2019-01-01,53,19.0,22.1,17.0,1.40,5.5,71,65,100,9,86,69,98,977.0,979.5,975.2,NaN,NaN,NaN,71,3.9,1.5,0.83
2019-01-02,3,18.8,23.8,15.1,0.00,6.6,47,61,100,10,85,57,98,976.6,979.4,974.5,NaN,NaN,NaN,47,4.6,1.5,1.26
2019-01-03,3,18.5,23.9,14.0,0.00,7.1,11,64,98,10,84,61,99,976.4,979.9,974.6,NaN,NaN,NaN,11,3.9,0.0,1.17
2019-01-04,3,19.5,25.4,13.6,0.00,6.5,1,77,100,22,82,59,98,975.6,979.0,974.1,NaN,NaN,NaN,1,4.0,1.4,1.32
2019-01-05,51,21.3,27.2,16.7,0.30,5.5,348,90,100,60,84,58,99,974.4,977.7,972.6,NaN,NaN,NaN,348,3.5,0.8,1.51
2019-01-06,55,22.2,27.0,18.5,2.30,6.3,44,54,100,20,88,64,98,973.9,976.3,972.2,NaN,NaN,NaN,44,3.5,0.7,1.28
2019-01-07,65,22.0,24.5,20.0,22.40,5.0,16,69,100,22,92,82,99,972.8,975.7,971.0,NaN,NaN,NaN,16,3.1,0.7,0.55
2019-01-08,65,20.3,21.2,19.4,86.30,9.4,149,98,100,66,99,95,100,971.5,973.0,969.7,NaN,NaN,NaN,149,3.7,0.4,0.11
2019-01-09,61,20.3,23.8,18.1,8.00,5.4,129,78,100,25,93,77,100,972.1,974.6,969.9,NaN,NaN,NaN,129,2.6,0.0,0.67
2019-01-10,61,21.7,25.1,19.4,4.40,6.5,134,57,100,11,90,72,100,971.9,974.5,970.0,NaN,NaN,NaN,134,3.2,1.0,0.88
2019-01-11,51,21.9,26.1,19.0,0.20,5.5,6,35,100,3,87,66,99,972.4,975.2,970.7,NaN,NaN,NaN,6,3.3,1.3,1.14
2019-01-12,3,22.1,27.1,17.9,0.00,5.5,38,84,99,38,84,62,99,972.4,975.4,970.8,NaN,NaN,NaN,38,3.1,1.1,1.36
2019-01-13,3,22.2,27.4,18.6,0.00,4.7,28,72,100,7,83,57,100,972.1,975.4,970.1,NaN,NaN,NaN,28,2.9,0.0,1.55
2019-01-14,3,22.0,27.3,17.4,0.00,5.8,343,34,83,0,83,58,100,970.3,973.5,968.5,NaN,NaN,NaN,343,3.0,0.4,1.52
2019-01-15,53,21.6,25.9,18.2,2.80,8.0,105,42,91,0,87,69,96,969.9,973.0,968.3,NaN,NaN,NaN,105,4.1,0.5,1.03
2019-01-16,53,21.3,25.7,18.6,2.30,4.7,75,42,100,0,87,56,100,971.4,974.1,969.9,NaN,NaN,NaN,75,2.7,0.5,1.44
2019-01-17,51,20.2,24.0,16.8,1.60,6.0,41,43,100,0,88,73,97,972.7,975.7,970.9,NaN,NaN,NaN,41,3.2,1.1,0.81
2019-01-18,51,21.1,24.9,17.6,0.20,8.1,126,26,60,9,83,64,96,972.6,975.9,970.3,NaN,NaN,NaN,126,4.0,0.5,1.15
2019-01-19,51,21.3,25.6,17.9,0.10,6.1,310,18,30,3,85,65,98,971.8,974.7,969.8,NaN,NaN,NaN,310,3.3,0.0,1.16
