latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
20.421791,99.59759,623.0,25200,Asia/Bangkok,GMT+7

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),relative_humidity_2m_max (%),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),visibility_mean (undefined),visibility_min (undefined),visibility_max (undefined),winddirection_10m_dominant (°),wind_speed_10m_mean (km/h),wind_speed_10m_min (km/h),vapour_pressure_deficit_max (kPa)
2019-01-01,51,17.5,20.0,15.3,1.00,10.4,100,79,100,6,90,78,99,949.2,951.6,947.5,NaN,NaN,NaN,100,5.3,1.5,0.53
2019-01-02,51,17.1,21.5,13.4,0.80,9.5,100,55,100,10,86,66,99,948.9,951.4,947.3,NaN,NaN,NaN,100,4.2,0.7,0.87
2019-01-03,3,16.9,23.1,12.4,0.00,6.6,78,64,100,7,82,56,94,948.8,952.1,947.2,NaN,NaN,NaN,78,2.6,0.5,1.25
2019-01-04,3,16.4,23.9,9.2,0.00,8.2,3,78,100,4,85,58,100,947.8,951.3,945.5,NaN,NaN,NaN,3,5.1,1.5,1.25
2019-01-05,3,19.1,25.2,12.9,0.00,10.0,60,85,100,24,84,63,98,947.2,950.5,945.7,NaN,NaN,NaN,60,3.9,1.1,1.19
2019-01-06,51,20.6,25.9,16.6,0.50,6.2,40,50,92,12,85,66,97,946.9,949.5,945.5,NaN,NaN,NaN,40,3.0,0.8,1.13
2019-01-07,65,19.9,22.6,18.0,24.50,3.8,353,75,100,22,97,94,100,945.8,948.4,944.0,NaN,NaN,NaN,353,1.9,0.7,0.18
2019-01-08,63,18.8,20.4,17.6,54.60,6.9,331,99,100,92,100,98,100,944.1,945.6,942.2,NaN,NaN,NaN,331,2.6,0.7,0.05
2019-01-09,61,18.7,21.7,16.7,7.30,6.9,83,89,100,45,96,86,100,944.8,947.1,942.8,NaN,NaN,NaN,83,3.3,1.3,0.35
2019-01-10,51,20.2,24.6,17.6,0.90,6.5,314,59,100,7,89,64,100,944.7,947.2,943.2,NaN,NaN,NaN,314,3.0,1.1,1.12
2019-01-11,3,19.7,25.5,15.7,0.00,6.3,310,60,100,3,87,58,100,945.2,948.2,943.5,NaN,NaN,NaN,310,4.8,3.1,1.37
2019-01-12,3,19.3,26.7,13.3,0.00,7.1,312,90,100,45,84,54,100,945.1,948.4,943.0,NaN,NaN,NaN,312,4.3,1.6,1.61
2019-01-13,3,19.3,26.4,13.5,0.00,7.4,310,84,100,51,82,51,100,944.9,948.4,943.4,NaN,NaN,NaN,310,4.8,2.2,1.68
2019-01-14,3,18.6,26.4,11.5,0.00,7.3,308,49,99,0,82,46,100,943.0,946.5,941.0,NaN,NaN,NaN,308,4.4,0.8,1.87
2019-01-15,3,19.6,26.4,13.1,0.00,6.6,308,37,86,0,78,47,97,942.6,946.2,941.1,NaN,NaN,NaN,308,3.8,1.8,1.84
2019-01-16,3,18.5,25.2,11.4,0.00,8.0,317,39,100,0,80,40,100,944.0,947.0,942.0,NaN,NaN,NaN,317,4.1,1.3,1.91
2019-01-17,51,17.7,22.8,11.3,0.60,10.7,85,40,100,0,85,70,98,945.1,948.3,943.0,NaN,NaN,NaN,85,4.7,1.1,0.84
2019-01-18,51,18.6,23.2,14.5,0.70,8.0,118,36,100,13,87,67,99,945.2,948.5,943.5,NaN,NaN,NaN,118,3.3,0.8,0.93
2019-01-19,53,18.7,23.9,14.7,1.90,6.4,314,48,100,2,90,69,100,944.6,947.5,943.1,NaN,NaN,NaN,314,3.6,0.8,0.89
2019-01-20,3,19.2,25.4,14.6,0.00,6.0,316,52,100,1,82,45,100,944.4,947.6,942.9,NaN,NaN,NaN,316,3.7,1.1,1.78
2019-01-21,2,19.4,25.7,12.7,0.00,7.5,53,9,61,0,76,49,92,945.1,948.5,943.4,NaN,NaN,NaN,53,4.4,1.1,1.70
2019-01-22,51,19.0,25.5,13.0,0.30,9.0,97,14,59,0,81,52,94,945.7,949.0,944.0,NaN,NaN,NaN,97,4.2,0.8,1.58
2019-01-23,3,18.9,25.7,13.6,0.00,6.0,317,19,100,0,81,48,100,945.5,948.9,944.0,NaN,NaN,NaN,317,3.8,1.4,1.71
2019-01-24,0,17.4,26.0,10.2,0.00,7.6,305,0,0,0,75,38,98,945.0,948.5,942.7,NaN,NaN,NaN,305,5.3,1.9,2.07
2019-01-25,0,17.5,26.7,9.2,0.00,8.1,306,0,2,0,67,36,86,945.8,949.6,943.0,NaN,NaN,NaN,306,5.9,3.4,2.23
2019-01-26,2,17.8,24.1,9.8,0.00,9.7,80,22,74,0,73,53,95,947.1,950.6,944.9,NaN,NaN,NaN,80,4.6,0.4,1.40
2019-01-27,51,18.4,24.8,12.3,0.10,9.6,48,27,89,1,79,52,97,947.0,950.5,945.3,NaN,NaN,NaN,48,4.2,1.4,1.50
2019-01-28,1,18.9,25.8,12.3,0.00,7.9,342,16,44,1,77,47,94,945.8,949.7,944.1,NaN,NaN,NaN,342,4.1,1.3,1.74
2019-01-29,51,19.0,25.3,12.4,0.20,10.6,50,23,93,0,78,53,97,944.8,947.8,943.3,NaN,NaN,NaN,50,4.8,1.0,1.53
2019-01-30,51,19.9,26.4,13.9,0.10,7.0,306,13,40,0,76,50,93,944.9,948.4,942.6,NaN,NaN,NaN,306,4.3,2.2,1.71
2019-01-31,0,19.4,26.8,12.2,0.00,6.8,352,3,14,0,74,43,99,945.9,949.2,943.1,NaN,NaN,NaN,352,4.6,1.4,2.00
2019-02-01,0,19.5,27.4,11.6,0.00,9.9,26,2,16,0,73,44,97,945.8,949.6,944.2,NaN,NaN,NaN,26,4.7,2.2,2.04
2019-02-02,0,20.5,27.9,13.1,0.00,7.2,304,0,2,0,71,39,95,944.0,947.3,942.3,NaN,NaN,NaN,304,4.7,0.4,2.29
2019-02-03,0,19.8,28.2,11.9,0.00,8.4,302,0,0,0,66,30,95,944.6,948.3,942.3,NaN,NaN,NaN,302,6.0,1.9,2.68
2019-02-04,0,19.3,28.4,11.3,0.00,9.0,306,0,0,0,62,32,85,944.9,948.9,942.8,NaN,NaN,NaN,306,6.3,3.4,2.62
2019-02-05,1,18.6,28.2,11.1,0.00,8.7,295,2,30,0,60,26,83,944.3,948.7,942.4,NaN,NaN,NaN,295,6.2,1.3,2.81
2019-02-06,0,18.8,27.8,9.3,0.00,8.4,313,0,0,0,57,32,80,942.1,945.8,939.4,NaN,NaN,NaN,313,6.3,2.8,2.51
2019-02-07,0,19.5,28.2,10.5,0.00,8.4,308,0,0,0,64,34,91,943.3,947.0,940.3,NaN,NaN,NaN,308,6.2,2.5,2.52
2019-02-08,0,20.0,28.7,11.7,0.00,9.0,304,0,0,0,54,28,78,943.7,947.5,941.9,NaN,NaN,NaN,304,6.5,2.9,2.80
2019-02-09,0,20.4,29.4,11.9,0.00,8.9,303,0,0,0,57,29,76,943.4,947.2,940.6,NaN,NaN,NaN,303,6.4,1.0,2.90
2019-02-10,3,21.6,30.6,12.4,0.00,8.7,310,7,80,0,59,31,88,944.7,947.9,942.0,NaN,NaN,NaN,310,5.4,1.8,3.03
2019-02-11,3,21.7,30.2,13.3,0.00,8.4,359,10,85,0,65,38,90,946.1,949.4,943.9,NaN,NaN,NaN,359,5.0,0.0,2.68
2019-02-12,51,22.3,29.7,14.8,0.10,9.8,45,32,89,0,74,39,93,947.6,951.0,945.4,NaN,NaN,NaN,45,4.2,1.8,2.54
2019-02-13,3,22.7,30.4,17.2,0.00,9.1,297,39,100,0,71,26,100,947.2,950.7,944.9,NaN,NaN,NaN,297,4.9,1.8,3.21
2019-02-14,0,21.7,30.8,13.0,0.00,7.4,308,0,0,0,63,29,92,944.6,948.1,942.5,NaN,NaN,NaN,308,4.7,0.8,3.16
2019-02-15,3,22.2,30.9,13.3,0.00,7.1,309,26,87,0,59,28,84,944.2,948.0,942.1,NaN,NaN,NaN,309,4.6,1.5,3.22
2019-02-16,2,22.6,30.5,15.7,0.00,10.5,272,25,58,1,63,33,82,943.6,947.6,941.0,NaN,NaN,NaN,272,4.3,0.8,2.93
2019-02-17,2,21.9,28.7,15.5,0.00,14.4,282,12,56,0,61,30,89,940.8,944.6,938.2,NaN,NaN,NaN,282,6.3,2.1,2.77
2019-02-18,2,20.6,27.2,13.8,0.00,11.5,292,15,53,0,54,31,82,940.7,944.3,938.6,NaN,NaN,NaN,292,5.9,2.3,2.48
2019-02-19,0,20.4,28.2,12.7,0.00,9.2,286,2,16,0,62,37,85,943.0,946.5,940.4,NaN,NaN,NaN,286,5.3,1.1,2.40
2019-02-20,0,21.1,28.6,13.8,0.00,8.4,305,0,0,0,63,35,87,945.2,949.0,942.8,NaN,NaN,NaN,305,5.6,1.5,2.56
2019-02-21,0,20.8,29.6,13.7,0.00,9.4,304,0,1,0,63,33,81,944.9,949.3,942.2,NaN,NaN,NaN,304,6.0,1.3,2.77
