latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
15.99297,100.132454,30.0,25200,Asia/Bangkok,GMT+7

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),relative_humidity_2m_max (%),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),visibility_mean (undefined),visibility_min (undefined),visibility_max (undefined),winddirection_10m_dominant (°),wind_speed_10m_mean (km/h),wind_speed_10m_min (km/h),vapour_pressure_deficit_max (kPa)
2019-01-01,3,23.7,28.7,20.1,0.00,11.5,86,47,100,1,63,48,80,1014.1,1017.1,1011.4,NaN,NaN,NaN,86,7.6,4.8,2.06
2019-01-02,3,23.3,27.8,19.2,0.00,7.8,80,95,100,84,68,49,87,1013.7,1016.4,1011.1,NaN,NaN,NaN,80,4.5,1.3,1.90
2019-01-03,3,23.9,28.9,18.4,0.00,10.2,36,74,99,14,67,46,98,1013.5,1016.6,1011.3,NaN,NaN,NaN,36,5.5,0.7,2.14
2019-01-04,3,24.6,28.9,20.3,0.00,8.2,354,93,100,59,65,52,78,1012.4,1015.4,1010.8,NaN,NaN,NaN,354,5.6,1.5,1.91
2019-01-05,3,25.3,29.1,21.7,0.00,6.8,66,99,100,93,73,57,88,1011.4,1013.5,1009.6,NaN,NaN,NaN,66,4.0,1.4,1.73
2019-01-06,61,25.7,29.4,22.9,1.60,9.5,356,93,100,65,78,61,93,1010.9,1013.2,1009.2,NaN,NaN,NaN,356,5.2,2.9,1.58
2019-01-07,51,26.9,31.9,22.7,0.20,9.2,61,24,85,6,74,51,96,1009.4,1011.9,1006.4,NaN,NaN,NaN,61,6.1,3.3,2.32
2019-01-08,63,26.6,31.4,22.8,7.50,15.3,170,69,99,14,78,54,95,1008.9,1010.6,1006.6,NaN,NaN,NaN,170,8.1,2.6,2.09
2019-01-09,51,25.9,30.1,22.6,0.50,8.3,16,58,100,15,85,63,99,1009.8,1011.8,1007.4,NaN,NaN,NaN,16,4.1,0.4,1.56
2019-01-10,51,26.9,31.1,22.9,1.10,7.2,344,46,98,20,79,58,98,1009.2,1011.3,1006.6,NaN,NaN,NaN,344,4.8,2.5,1.89
2019-01-11,51,27.4,31.8,23.9,0.20,9.4,3,91,98,48,76,53,92,1009.2,1011.7,1006.9,NaN,NaN,NaN,3,6.0,2.8,2.19
2019-01-12,51,27.5,31.0,24.0,0.50,10.0,3,50,98,6,74,56,93,1009.2,1011.7,1007.4,NaN,NaN,NaN,3,6.0,4.3,1.96
2019-01-13,51,27.9,31.4,23.9,0.40,7.8,9,39,91,4,71,55,91,1008.9,1011.4,1007.2,NaN,NaN,NaN,9,5.5,0.8,2.06
2019-01-14,51,27.8,32.2,23.3,0.30,7.2,2,26,77,4,69,48,89,1007.3,1009.8,1005.4,NaN,NaN,NaN,2,4.8,0.8,2.49
2019-01-15,51,27.9,32.4,23.9,0.30,8.4,142,65,98,15,67,44,89,1007.4,1010.2,1005.5,NaN,NaN,NaN,142,4.6,1.5,2.71
2019-01-16,51,27.4,31.6,23.9,0.50,9.1,80,63,100,24,67,43,92,1008.3,1010.9,1006.5,NaN,NaN,NaN,80,5.6,0.8,2.65
2019-01-17,51,27.1,32.0,22.0,0.10,14.2,84,40,90,2,60,39,94,1008.9,1011.7,1006.9,NaN,NaN,NaN,84,8.3,1.1,2.88
2019-01-18,1,25.9,30.6,22.0,0.00,16.4,104,14,42,3,56,41,69,1010.1,1013.3,1007.4,NaN,NaN,NaN,104,9.4,5.4,2.57
2019-01-19,3,25.4,29.4,21.7,0.00,7.1,167,51,100,14,64,47,80,1009.6,1012.1,1007.6,NaN,NaN,NaN,167,4.6,1.1,2.16
2019-01-20,51,27.0,32.2,21.6,0.10,7.8,355,25,90,3,64,44,92,1008.7,1011.5,1006.4,NaN,NaN,NaN,355,5.9,4.3,2.67
