location_id,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
1,17.047451,98.550865,357.0,25200,Asia/Bangkok,GMT+7

location_id,time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),relative_humidity_2m_max (%),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),visibility_mean (m),visibility_min (m),visibility_max (m),winddirection_10m_dominant (°),wind_speed_10m_mean (km/h),wind_speed_10m_min (km/h),vapour_pressure_deficit_max (kPa)
1,2019-01-01,51,22.2,28.0,18.3,0.40,11.5,47,31,88,3,78,45,97,976.8,979.3,974.5,NaN,NaN,NaN,47,8.4,6.8,2.04
1,2019-01-02,3,21.1,27.1,16.9,0.00,13.6,42,52,100,3,77,47,98,976.5,979.1,974.3,NaN,NaN,NaN,42,10.0,7.2,1.89
1,2019-01-03,3,21.3,26.8,16.3,0.00,11.3,40,83,98,30,73,50,95,976.7,979.6,974.8,NaN,NaN,NaN,40,9.3,5.7,1.77
1,2019-01-04,3,22.1,28.4,16.9,0.00,13.0,41,77,100,1,70,49,89,975.7,978.5,974.4,NaN,NaN,NaN,41,9.4,6.6,1.96
1,2019-01-05,3,23.6,29.8,19.3,0.00,14.0,48,91,100,67,72,49,88,974.6,977.2,973.0,NaN,NaN,NaN,48,10.3,8.0,2.15
1,2019-01-06,51,24.1,29.0,20.2,0.70,12.7,53,72,100,1,75,54,90,974.5,976.5,973.0,NaN,NaN,NaN,53,8.9,5.1,1.80
1,2019-01-07,61,24.2,29.4,20.5,6.80,8.5,44,56,100,3,82,56,100,973.4,975.6,970.8,NaN,NaN,NaN,44,6.7,3.1,1.81
1,2019-01-08,61,22.0,24.0,20.2,16.80,7.4,325,89,100,50,96,82,100,972.9,974.4,971.5,NaN,NaN,NaN,325,3.7,0.8,0.55
1,2019-01-09,55,23.2,27.4,19.5,3.40,9.4,243,36,94,4,87,65,100,973.4,975.6,971.6,NaN,NaN,NaN,243,3.5,1.1,1.27
1,2019-01-10,3,24.2,29.7,19.4,0.00,7.2,145,30,83,1,78,51,96,973.1,975.4,971.0,NaN,NaN,NaN,145,3.5,0.7,2.05
1,2019-01-11,51,24.8,29.3,20.6,0.10,5.1,78,73,99,32,78,55,93,973.7,976.2,971.3,NaN,NaN,NaN,78,2.9,0.4,1.83
1,2019-01-12,51,24.3,29.3,19.9,1.20,7.9,37,77,99,13,80,57,95,973.4,976.1,971.6,NaN,NaN,NaN,37,4.5,1.8,1.77
1,2019-01-13,51,24.7,30.3,20.1,0.20,8.5,31,33,56,6,76,49,94,973.2,975.8,971.6,NaN,NaN,NaN,31,3.9,0.8,2.18
1,2019-01-14,51,25.4,30.6,21.1,0.30,5.2,144,43,83,11,71,47,88,971.6,974.2,970.0,NaN,NaN,NaN,144,3.1,0.5,2.30
1,2019-01-15,3,25.1,30.8,21.3,0.00,8.4,210,39,85,0,68,41,90,971.5,974.5,969.5,NaN,NaN,NaN,210,4.8,0.4,2.62
1,2019-01-16,2,24.0,31.0,17.8,0.00,10.1,49,43,79,0,61,26,89,972.1,974.8,970.2,NaN,NaN,NaN,49,5.1,1.3,3.32
1,2019-01-17,51,23.5,28.7,19.6,0.50,12.6,52,35,96,4,75,49,95,972.6,975.1,971.2,NaN,NaN,NaN,52,8.9,4.9,2.00
1,2019-01-18,51,23.4,28.3,19.1,0.70,10.9,53,23,70,1,72,50,94,973.2,976.0,971.2,NaN,NaN,NaN,53,8.6,7.2,1.92
1,2019-01-19,51,23.4,30.3,17.2,0.20,8.7,39,12,28,1,69,38,95,972.9,975.4,970.8,NaN,NaN,NaN,39,6.0,2.6,2.67
1,2019-01-20,2,24.1,31.7,17.7,0.00,9.8,14,14,61,0,64,31,90,972.5,975.5,970.2,NaN,NaN,NaN,14,4.2,0.4,3.19
1,2019-01-21,1,24.7,32.3,18.0,0.00,9.7,71,10,33,0,58,25,83,973.3,976.3,971.2,NaN,NaN,NaN,71,4.8,1.3,3.63
1,2019-01-22,2,23.8,30.0,18.1,0.00,13.6,62,31,75,0,66,41,93,974.0,976.6,972.2,NaN,NaN,NaN,62,7.2,2.5,2.51
1,2019-01-23,51,23.8,30.9,17.8,0.20,8.9,35,21,69,1,67,36,92,973.8,976.8,971.7,NaN,NaN,NaN,35,5.1,1.1,2.82
1,2019-01-24,3,23.9,30.4,17.6,0.00,9.1,47,32,100,1,63,36,93,973.7,976.3,972.3,NaN,NaN,NaN,47,5.2,1.8,2.78
1,2019-01-25,3,24.2,31.8,18.7,0.00,13.2,55,15,84,0,56,31,82,974.2,977.1,972.7,NaN,NaN,NaN,55,6.3,1.6,3.26
1,2019-01-26,3,22.2,28.5,16.8,0.00,13.0,57,30,100,0,63,40,83,975.1,977.7,973.5,NaN,NaN,NaN,57,8.3,2.7,2.30
1,2019-01-27,1,22.0,28.7,16.5,0.00,12.6,52,6,26,0,63,37,92,975.3,978.5,973.3,NaN,NaN,NaN,52,8.8,4.6,2.50
1,2019-01-28,3,22.8,30.7,17.5,0.00,11.7,47,44,96,1,57,31,79,974.5,978.1,972.0,NaN,NaN,NaN,47,4.6,0.5,3.01
1,2019-01-29,3,23.0,31.3,16.1,0.00,11.2,77,24,92,0,57,30,85,973.5,976.2,971.5,NaN,NaN,NaN,77,5.1,0.8,3.22
1,2019-01-30,3,24.2,30.8,18.4,0.00,6.6,106,12,100,0,57,31,81,973.7,977.2,971.2,NaN,NaN,NaN,106,3.9,0.5,3.05
1,2019-01-31,1,24.7,33.1,17.9,0.00,9.5,55,7,45,0,56,27,82,974.1,977.1,971.9,NaN,NaN,NaN,55,4.1,1.6,3.67
1,2019-02-01,3,24.4,31.2,17.6,0.00,10.7,52,31,100,0,58,37,82,973.7,976.6,972.2,NaN,NaN,NaN,52,7.1,3.4,2.87
1,2019-02-02,1,25.6,32.1,20.0,0.00,13.4,213,14,30,0,59,31,80,972.9,975.4,970.7,NaN,NaN,NaN,213,4.6,1.5,3.27
1,2019-02-03,0,25.9,33.0,19.0,0.00,8.0,190,0,2,0,58,25,87,973.6,976.2,971.4,NaN,NaN,NaN,190,4.3,1.5,3.75
1,2019-02-04,0,26.3,33.8,19.4,0.00,7.7,165,0,3,0,54,26,78,974.0,977.0,971.6,NaN,NaN,NaN,165,4.8,2.1,3.85
1,2019-02-05,2,26.2,34.6,18.2,0.00,8.6,272,9,59,0,51,17,82,972.9,976.0,970.4,NaN,NaN,NaN,272,4.1,1.6,4.54
1,2019-02-06,1,25.6,34.3,19.4,0.00,14.1,219,1,33,0,49,21,75,971.5,974.2,969.4,NaN,NaN,NaN,219,5.7,1.8,4.24
1,2019-02-07,0,25.8,34.3,18.2,0.00,9.0,202,0,0,0,50,22,80,972.8,975.6,970.7,NaN,NaN,NaN,202,4.4,1.4,4.17
1,2019-02-08,0,25.5,34.8,17.2,0.00,8.7,297,0,0,0,51,17,85,972.7,976.0,970.1,NaN,NaN,NaN,297,4.2,1.6,4.63
1,2019-02-09,0,25.6,34.4,17.8,0.00,9.2,308,0,0,0,47,20,79,972.7,975.7,970.7,NaN,NaN,NaN,308,4.9,0.8,4.31
1,2019-02-10,0,25.9,34.5,18.4,0.00,9.3,223,0,2,0,45,20,71,973.7,977.0,971.6,NaN,NaN,NaN,223,4.1,0.8,4.32
1,2019-02-11,1,26.5,34.9,18.3,0.00,10.4,118,12,43,0,51,26,73,974.5,977.2,972.0,NaN,NaN,NaN,118,5.0,1.5,4.08
1,2019-02-12,53,25.9,31.4,21.3,1.60,9.6,75,33,69,4,68,47,92,976.4,979.2,974.6,NaN,NaN,NaN,75,5.1,3.1,2.37
1,2019-02-13,51,26.5,33.6,20.8,0.20,7.4,110,16,39,0,66,34,93,975.8,978.7,973.2,NaN,NaN,NaN,110,3.5,0.8,3.41
1,2019-02-14,51,27.3,33.6,21.2,0.10,6.9,115,7,29,0,58,32,85,973.6,976.4,971.1,NaN,NaN,NaN,115,3.5,0.5,3.52
1,2019-02-15,51,27.2,33.6,21.7,0.10,7.7,158,41,91,0,61,33,85,973.7,976.1,971.1,NaN,NaN,NaN,158,4.4,2.6,3.48
1,2019-02-16,53,25.9,32.0,21.6,0.80,12.6,216,24,47,3,72,42,92,973.7,976.4,971.4,NaN,NaN,NaN,216,4.5,0.4,2.77
1,2019-02-17,53,24.5,29.2,20.8,2.80,17.1,234,32,100,0,70,40,99,972.0,975.5,969.0,NaN,NaN,NaN,234,7.4,1.1,2.23
1,2019-02-18,55,24.1,30.7,19.2,1.90,17.0,238,41,100,0,66,36,95,971.5,974.4,969.9,NaN,NaN,NaN,238,6.8,1.1,2.84
1,2019-02-19,1,24.2,31.7,17.4,0.00,14.0,228,4,35,0,60,31,87,972.9,975.8,970.9,NaN,NaN,NaN,228,5.3,1.0,3.18
1,2019-02-20,0,25.6,33.6,17.8,0.00,12.8,236,0,1,0,50,22,84,974.6,977.6,972.1,NaN,NaN,NaN,236,4.9,1.5,4.01
1,2019-02-21,0,26.0,34.3,18.7,0.00,10.4,233,0,0,0,48,24,75,974.1,977.7,971.4,NaN,NaN,NaN,233,4.1,0.5,4.12
1,2019-02-22,0,26.0,34.2,19.3,0.00,13.0,228,0,0,0,45,20,67,972.0,975.0,969.5,NaN,NaN,NaN,228,4.7,0.5,4.18
1,2019-02-23,0,25.6,34.6,17.2,0.00,15.0,222,0,0,0,50,21,83,971.0,973.6,968.5,NaN,NaN,NaN,222,5.7,1.3,4.32
1,2019-02-24,0,25.6,34.5,18.4,0.00,12.7,199,0,0,0,52,19,82,970.8,973.8,968.1,NaN,NaN,NaN,199,5.2,0.8,4.37
1,2019-02-25,0,26.1,35.1,17.1,0.00,13.6,220,0,1,0,48,18,86,970.9,973.8,968.2,NaN,NaN,NaN,220,5.1,1.0,4.56
1,2019-02-26,2,26.7,34.2,20.0,0.00,9.9,202,9,78,0,53,26,79,970.9,974.3,968.5,NaN,NaN,NaN,202,5.1,1.1,3.97
1,2019-02-27,1,27.1,33.8,19.3,0.00,9.4,193,14,46,0,55,27,89,970.4,973.5,967.6,NaN,NaN,NaN,193,4.8,0.5,3.82
1,2019-02-28,3,27.2,33.5,22.0,0.00,14.4,223,16,82,0,52,31,75,970.3,972.8,967.9,NaN,NaN,NaN,223,5.6,1.0,3.55
1,2019-03-01,3,27.4,35.4,20.7,0.00,14.1,249,49,92,0,49,22,85,970.7,973.7,968.0,NaN,NaN,NaN,249,5.3,0.4,4.34
1,2019-03-02,2,27.1,34.9,19.7,0.00,15.9,226,3,62,0,47,22,80,969.5,972.4,967.0,NaN,NaN,NaN,226,6.3,0.8,4.32
1,2019-03-03,1,26.2,34.1,19.1,0.00,14.3,214,5,40,0,53,28,81,968.7,971.9,966.0,NaN,NaN,NaN,214,6.2,1.4,3.87
1,2019-03-04,1,25.5,33.7,18.6,0.00,17.0,223,7,44,0,57,23,88,968.9,971.9,966.8,NaN,NaN,NaN,223,7.1,1.0,4.02
1,2019-03-05,3,24.8,33.1,18.6,0.00,18.1,224,38,98,0,66,24,98,970.2,972.7,968.2,NaN,NaN,NaN,224,7.8,0.0,3.84
1,2019-03-06,3,25.5,34.4,18.9,0.00,14.3,230,37,95,0,62,21,95,971.0,973.5,968.3,NaN,NaN,NaN,230,7.3,2.2,4.27
1,2019-03-07,51,25.4,33.9,18.0,0.10,13.4,227,34,89,0,66,29,97,971.1,973.7,968.8,NaN,NaN,NaN,227,6.1,0.5,3.76
1,2019-03-08,2,26.1,34.4,19.4,0.00,17.2,234,10,66,0,64,28,99,971.2,974.4,968.8,NaN,NaN,NaN,234,6.8,0.8,3.91
1,2019-03-09,3,26.1,34.1,19.5,0.00,18.9,219,21,92,0,59,29,93,970.9,973.9,968.6,NaN,NaN,NaN,219,7.9,2.2,3.77
1,2019-03-10,1,26.2,33.8,20.4,0.00,17.2,220,7,47,0,52,24,89,971.6,974.4,969.4,NaN,NaN,NaN,220,7.2,1.4,3.99
1,2019-03-11,0,26.2,35.0,16.7,0.00,10.9,193,0,0,0,35,6,70,971.9,975.2,969.3,NaN,NaN,NaN,193,4.8,1.3,5.31
1,2019-03-12,1,26.2,35.4,18.1,0.00,10.9,189,3,46,0,55,15,93,971.5,974.5,968.5,NaN,NaN,NaN,189,5.4,0.8,4.86
1,2019-03-13,3,26.8,36.1,19.1,0.00,12.9,193,29,84,0,60,17,95,972.0,974.7,969.2,NaN,NaN,NaN,193,5.9,1.0,4.97
1,2019-03-14,2,27.1,35.1,20.2,0.00,8.7,178,15,75,0,63,25,99,972.7,975.9,970.0,NaN,NaN,NaN,178,4.2,1.0,4.23
1,2019-03-15,3,27.8,35.6,20.9,0.00,10.3,186,39,97,0,50,19,87,973.3,976.6,970.6,NaN,NaN,NaN,186,5.5,1.6,4.71
1,2019-03-16,3,27.4,35.7,20.0,0.00,13.2,206,9,80,0,46,21,72,973.0,975.8,970.0,NaN,NaN,NaN,206,5.2,0.5,4.57
1,2019-03-17,1,28.4,35.5,21.4,0.00,9.7,170,9,27,0,56,26,86,972.7,976.0,969.9,NaN,NaN,NaN,170,5.5,2.1,4.26
1,2019-03-18,51,28.6,35.1,23.0,0.40,11.4,198,16,55,0,59,31,89,971.8,974.7,968.9,NaN,NaN,NaN,198,5.8,0.8,3.87
1,2019-03-19,51,28.0,34.2,22.3,0.10,14.0,229,15,49,1,63,35,94,970.9,974.0,968.1,NaN,NaN,NaN,229,6.5,1.1,3.44
